Date,Outbound Post,Total Engagements (SUM),Post Likes And Reactions (SUM),Post Comments (SUM),Post Shares (SUM),Post Reach (SUM),Estimated Clicks (SUM)
2025-01-10,"We asked Captain Riley E. Tejcek, United States Marine Corps 🦅 🌎 ⚓ & member of the U.S Women’s Olympic Bobsled team - What does the Marine Corps’ 250th Birthday mean to you?

Read her story and join the 250th Celebration 🎊 🦅 at https://www.mymcx.com/usmc-250th-anniversary",0,0,0,0,140,3
2025-01-10,"We asked Captain Riley E. Tejcek, United States Marine Corps 🦅 🌎 ⚓  & Member of the Team USA Bobsled Team.

What does the Marine Corps’ 250th Birthday mean to you?

""Pure excellence. 250 years is a massive milestone as the Marine Corps has shown resiliency in every clime and place as we have continued to keep our country safe in every battle we have engaged in. Over the past 250 years we have seen so much growth and adaptation. I am thankful for the Marines who paved the road 250 years ago and am honored to be apart of the BEST warfighting organization as I get to see it to 250 years. ""

Read more of her story and join the 250th Celebration 🎊 🦅 at http://ms.spr.ly/6186o4uCY

#marines #usabobsledding #marinecorpsbirthday #MCX  #ItMattersWhereYouWork #marinecorps250",16,15,0,1,2325,18
2025-01-10,"We asked Captain Riley Tejcek, United States Marine Corps 🦅 🌎 ⚓  & Member of the Team USA Bobsled Team 

What does the Marine Corps’ 250th Birthday mean to you?

""Pure excellence. 250 years is a massive milestone as the Marine Corps has shown resiliency in every clime and place as we have continued to keep our country safe in every battle we have engaged in. Over the past 250 years we have seen so much growth and adaptation. I am thankful for the Marines who paved the road 250 years ago and am honored to be apart of the BEST warfighting organization as I get to see it to 250 years.""

Read more of her story and join the 250th Celebration 🎊 🦅 at http://ms.spr.ly/6043o4uhz

#marines #usabobsledding #marinecorpsbirthday #MCX #MarineCorps250 #ItMattersWhereYouWork",316,297,13,6,9697,22
2025-01-10,"Craft & Connect! Bring the whole family or come solo! Join us for a fun-filled day of crafting and creating meaningful memories. With activities for all ages, there’s something for everyone to enjoy! Kids welcome – age-appropriate crafts available for everyone!

Register here: https://mccs-info.com/3VTILmP

Open to all Authorized Patrons.",5,1,1,3,766,0
2025-01-10,"Craft & Connect! Bring the whole family or come solo! Join us for a fun-filled day of crafting and creating meaningful memories. With activities for all ages, there’s something for everyone to enjoy! Kids welcome – age-appropriate crafts available for everyone!

Register here: https://mccs-info.com/3VTILmP

Open to all Authorized Patrons.",0,0,0,0,45,0
2025-01-10,"Level Up Your Fitness Journey and Become a Certified HITT Instructor! 

Join our intesive 4-Day training program led by MCCS Semper Fit HITT Coordinator, Adam Dalton, and earn your certification to teach HITT Classes! This is a comprehensive, combat-focused strength and conditioning program. E4 and above.

Training Sessions Available on the following dates: 

03-07 February
12-16 May
18-22 August
27-31 October

Exclusively for Active-Duty personnel, E-4 and above. This certification is your ticket to leading others on their fitness journey. Registration is required. Ready to inspire and motivate others to reach their goals? Don't miss this opportunity to become a certified HITT instructor. 

Register here: https://mccs-info.com/40exKiy",1,1,0,0,368,0
2025-01-10,"Level Up Your Fitness Journey and Become a Certified HITT Instructor! 

Join our intesive 4-Day training program led by MCCS Semper Fit HITT Coordinator, Adam Dalton, and earn your certification to teach HITT Classes! This is a comprehensive, combat-focused strength and conditioning program. E4 and above.

Training Sessions Available on the following dates: 

03-07 February
12-16 May
18-22 August
27-31 October

Exclusively for Active-Duty personnel, E-4 and above. This certification is your ticket to leading others on their fitness journey. Registration is required. Ready to inspire and motivate others to reach their goals? Don't miss this opportunity to become a certified HITT instructor. 

Register here: https://mccs-info.com/40exKiy",4,4,0,0,53,0
2025-01-10,"Level Up Your Fitness Journey and Become a Certified HITT Instructor! 

Join our intesive 4-Day training program led by MCCS Semper Fit HITT Coordinator, Adam Dalton, and earn your certification to teach HITT Classes! This is a comprehensive, combat-focused strength and conditioning program. E4 and above.

Training Sessions Available on the following dates: 

03-07 February
12-16 May
18-22 August
27-31 October

Exclusively for Active-Duty personnel, E-4 and above. This certification is your ticket to leading others on their fitness journey. Registration is required. Ready to inspire and motivate others to reach their goals? Don't miss this opportunity to become a certified HITT instructor. 

Register here: https://mccs-info.com/40exKiy",2,0,1,1,769,0
2025-01-10,"👔 It's no secret - resumes for federal jobs can be tricky to format and daunting to create from scratch.

📝 Let us help you navigate the job descriptions, resume verbiage, and necessary keywords associated with federal (USAJobs) positions.

⏰ 9am - 12pm
📍 Jan 13, 852 Shaw Ave, Yuma AZ
🔗 Registration at the link below

Can't make it? We'll also be hosting an additional professional resume workshop on January 22nd for more general guidance and info on Applicant Tracking Systems. Tag someone below who could benefit! 👇",1,1,0,0,258,0
2025-01-10,"Ready to Spike?  Gather your squad and hit the court for an action-packed tournament!

Details:
Teams: Up to 10 players per team.
Registration: Only one player per team needs to sign up.
Eligibility: Open to all authorized patrons.
Bring your best moves and see if your team can take home the glory!

Register here: https://mccs-info.com/3VZo0WX",0,0,0,0,290,0
2025-01-10,"Ready to Spike?  Gather your squad and hit the court for an action-packed tournament!

Details:
Teams: Up to 10 players per team.
Registration: Only one player per team needs to sign up.
Eligibility: Open to all authorized patrons.
Bring your best moves and see if your team can take home the glory!

Register here: https://mccs-info.com/3VZo0WX",2,2,0,0,41,0
2025-01-10,"Ready to Spike?  Gather your squad and hit the court for an action-packed tournament!

Details:
Teams: Up to 10 players per team.
Registration: Only one player per team needs to sign up.
Eligibility: Open to all authorized patrons.
Bring your best moves and see if your team can take home the glory!

Register here: https://mccs-info.com/3VZo0WX",0,0,0,0,67,0
2025-01-10,"Focus on personal growth and strengthen relationships in the Grounding Your Mindset (GYM) process group for men. The next session runs every Wednesday, Jan. 29-Mar. 19, 1:30-3PM. For more information, visit http://ms.spr.ly/6188oLNny.

#MCCS #CampLejeune #MCASNewRiver",11,10,0,1,2184,12
2025-01-10,JAN 16: Head to the Shadow Mountain Indoor Playground for Military Moms and Munchkins Play Corner supporting parent-child interactions of kids 0-5. Check out the monthly dates: http://ms.spr.ly/6180oL4O0,0,0,0,0,371,8
2025-01-10,"Sgt Maj. Armentrout presented the participants for the November and December 100-mile challenge with certificates today. These dedicated individuals pushed their limits and achieved the 100-mile goal by running and/or swimming throughout the month. Also, special congratulations to Juvilyn Garcia, who has completed this challenge four months in a row.

Congratulate the following winners on their accomplishments: 
• Fransico Jimenez - 217.94 miles [MALS-12] (DEC)
• Juvilyn Garcia - 117 miles (NOV) & 110 miles (DEC)
• Sgt Benjamin Lanham - 103.8 miles [MALS-12] (NOV)

👟 Are you up for a new challenge? Join the Ultimate Mileage Challenge! We're adding more ways to get your mileage in. Visit https://iwakuni.usmc-mccs.org/the-ultimate-mileage-challenge to learn more about the program and how you can participate. 
#semperfitiwakuni #mcasiwakuni",105,99,4,2,8511,0
2025-01-10,"Sgt Maj. Armentrout presented the participants for the November and December 100-mile challenge with certificates today. These dedicated individuals pushed their limits and achieved the 100-mile goal by running and/or swimming throughout the month. Also, special congratulations to Juvilyn Garcia, who has completed this challenge four months in a row.

Congratulate the following winners on their accomplishments: 
• Fransico Jimenez - 217.94 miles [MALS-12] (DEC)
• Juvilyn Garcia - 117 miles (NOV) & 110 miles (DEC)
• Sgt Benjamin Lanham - 103.8 miles [MALS-12] (NOV)

👟 Are you up for a new challenge? Join the Ultimate Mileage Challenge! We're adding more ways to get your mileage in. Visit https://iwakuni.usmc-mccs.org/the-ultimate-mile-challenge to learn more about the program and how you can participate. 
#semperfitiwakuni #mcasiwakuni ",76,74,2,0,1507,0
2025-01-10,"January is National Mentoring Month, a time to highlight the importance of mentorship in supporting Marines' transitions to civilian life. Whether you’re a mentor or seeking guidance, mentorship plays a vital role in helping Marines build strong connections and achieve success.

Check out this article to explore how mentorship and fitness go hand-in-hand to support Marines both personally and professionally.

#M4LNetwork #WarriorsConnected #MentoringMatters #NationalMentoringMonth ",4,2,0,2,71,2
2025-01-10,"January is National Mentoring Month! Mentorship is key to successful transitions. Check out this article to explore how mentorship and fitness go hand-in-hand to support Marines.

#M4LNetwork #WarriorsConnected #NationalMentoringMonth ",1,1,0,0,593,7
2025-01-10,"January is National Mentoring Month, a time to highlight the importance of mentorship in supporting Marines' transitions to civilian life. Whether you’re a mentor or seeking guidance, mentorship plays a vital role in helping Marines build strong connections and achieve success.

Check out this article to explore how mentorship and fitness go hand-in-hand to support Marines both personally and professionally.

#M4LNetwork #WarriorsConnected #MentoringMatters #NationalMentoringMonth ",19,16,1,2,1694,7
2025-01-10,"Ryukyu Golden Kings February tickets are ON SALE NOW! 🏀🏃💨

Experience the electrifying atmosphere and cheer on Okinawa's home team !✨

We have tickets for the following matches:
February 5 ( Wednesday) are Emperor's Cup Quarterfinals
February 8 (Saturday) & 9 (Sunday) vs. Shibuya

Ticket prices :
Arena S: $38
Arena A: $34
Balcony Front: $21

For more information and to check ticket availability, please call us at 098-971-3502 
🌐 https://www.okinawa.usmc-mccs.org/dining-entertainment/tours/local-attractions-tickets",3,2,0,1,446,0
2025-01-10,"Feast Your Eyes and Your Belly!🌼

Join us for the annual Okinawa Flower and Food Festival!!🍽️🌿✨

Date: January 18th (Saturday) 
Time: 10:00 AM - 3:00 PM

Experience the Taste of Okinawa:

🍍Savor Local Flavors: Sample the best of Okinawan cuisine, from traditional dishes to modern fusion.
🌸Admire Beautiful Blooms: Immerse yourself in a vibrant display of colorful flowers and plants.
🛍️Shop 'Til You Drop: Browse unique local products and souvenirs.

Tour Prices:
Adult: $15
Child (4-12): $10
3 and under: Free

For more information and sign up: 
📞098-971-3502
🌐 ",0,0,0,0,0,0
2025-01-10,"Feast Your Eyes and Your Belly!🌼

Join us for the annual Okinawa Flower and Food Festival!!🍽️🌿✨

Date: January 18th (Saturday) 
Time: 10:00 AM - 3:00 PM

Experience the Taste of Okinawa:

🍍Savor Local Flavors: Sample the best of Okinawan cuisine, from traditional dishes to modern fusion.
🌸Admire Beautiful Blooms: Immerse yourself in a vibrant display of colorful flowers and plants.
🛍️Shop 'Til You Drop: Browse unique local products and souvenirs.

Tour Prices:
Adult: $15
Child (4-12): $10
3 and under: Free

For more information and sign up: 
📞098-971-3502
🌐 https://www.okinawa.usmc-mccs.org/activity/53e86dc4-ec92-4dde-8923-24da8d4069dd",4,3,0,1,789,0
2025-01-10,"Dive into Wonder at Churaumi Aquarium 🐋💙

Immerse yourself in the breathtaking underwater world of the Churaumi Aquarium. Marvel at majestic whale sharks and graceful manta rays gliding through massive tanks, among countless other marine wonders.

🗓️Date : Sunday, January 19, 2025
Time :  09:00 am - 05:00 pm

Beyond the Aquarium:

Early Spring Experience 🌷:
Don't miss the annual Tulip Fair in January 2025! A beloved event, it showcases a vibrant display of colorful tulips against the backdrop of the beautiful Okinawan landscape.

Dolphin Show 🐬: Be amazed by the intelligence and agility of these magnificent creatures in a captivating performance.

Okinawan Village🌿: Experience the rich culture and history of Okinawa through traditional crafts, demonstrations, and cultural performances.
Emerald Beach ⛱️: Relax on the pristine shores of Emerald Beach, enjoying the crystal-clear waters and stunning scenery.

For more information and sign up: 
📞098-971-3502
🌐 ",0,0,0,0,0,0
